id,title,abstract,is_generated
11,Studējošo jautājumu dabiskās valodas analīze,"Pētījumā tiek analizēti studējošie jautājumi kā dabiskās valodas fenomens. Tie tiek salīdzināti ar citām valodas izteicēm un veidiem, kā tiek uzdoti jautājumi. Pētījumā tiek ieviesti jauni skatījumi un metodoloģijas, kas veicina efektīvu valodas analīzi un interpretāciju. Galvenais mērķis ir veicināt dabiskās valodas izpratni un attīstību studiju un citos atbilstīgos jomās.",1
12,"Cilvēka kustību novērošana, izmantojot inerciālos sensorus","Šajā darbā tika izpētīta cilvēka kustību novērošana, izmantojot inerciālos sensorus. Tika veikti eksperimenti, lai izprastu, kā inerciālie sensori var uztvert un reģistrēt cilvēka kustības. Izrādījās, ka inerciālie sensori ir ļoti precīzi un var sniegt detalizētu informāciju par cilvēka kustību. Tādējādi, izmantojot inerciālos sensorus, ir iespējams uzlabot daudzas cilvēku veselību un sporta veidu monitoringu metodes.",1
13,Maskēšanas rakstu noteikšana attēlos,"Maskēšanas rakstu noteikšana attēlos ir nozīmīgs uzdevums datorredzē, kas ietver atpazīšanas un attēlu apstrādes metodes. Šajā pētījumā mēs apskatījām dažādas tehnikas, kas ļauj noteikt maskēšanas rakstus attēlos. Metodes, kas balstītas uz krāsu atšķirībām un kontūru identifikāciju, ir parādījušās kā efektīvas. Mūsu eksperimentālie rezultāti liecina, ka ieteiktās metodes var veiksmīgi izmantot praksē, lai uzlabotu attēlu apstrādes un atpazīšanas veiktspēju.",1
14,Skeitborda triku klasifikācijas metodes izmantojot mašīnmācīšanos ar IMU sensoru datiem,"Darbā tiek aplūkoti skeitborda triku klasifikācijas uzdevumi, kā arī metodes, kuras var izmantot, lai tos veiksmīgi atrisinātu, izmantojot IMU sensoru datus. Pētījumā tiek izmantota mašīnmācīšanās, kas ļauj veikt ievērojamu izpēti par dažādām paņēmieniem, kā ģenerēt trainēšanas datus, izvēlēties piemērotos klasifikatorus un optimizēt tos, lai iegūtu augstāku precizitāti. Darba rezultātā tiek parādīts, ka mašīnmācīšanās ar IMU sensoru datiem ir spējīga bez lielām grūtībām klasificēt skeitborda trikus pēc to izpildes un, izmantojot šo pieeju, var būt iespējams uzlabot skeitborda triku noteikšanas precizitāti.",1
15,Reālā laika pārraudzības sistēmas “Monasca” ieviešana,"Šī pētījuma mērķis ir izpētīt Monasca rīka ieviešanas priekšrocības un trūkumus reāla laika pārraudzības sistēmās. Darbā tiks apskatīta Monasca arhitektūra, konfigurācija un uzstādīšana. Tiks veikta arī Monasca salīdzināšana ar citiem pārraudzības rīkiem un analizētas tās priekšrocības. Pētījuma beigās tiks pievērsta uzmanība problēmām, kas var rasties Monasca izmantošanas laikā, un tiks piedāvāti risinājumi, lai šīs problēmas atrisinātu.",1
16,Iegulto sistēmu reāllaika profilēšana ar ARM Serial Wire Viewer,"Darba mērķis ir izpētīt iegulto sistēmu reāllaika profilēšanas metodes, izmantojot ARM Serial Wire Viewer (SWV) tehnikas un to pielietojumu reālatāli izstrādātam programmatūrai. Darbā tiks iepazīstināts ar SWV un tā izmantošanas iespējām, kā arī tiks veikti eksperimenti, lai pārbaudītu SWV funkcionēšanu praktiskos piemēros. Tiks analizēti iegulto sistēmu profili, kā arī tiks veikts to optimizācijas process, izmantojot SWV datu. Darba rezultātā tiks izstrādāts ierīces draiveris, kas būs spējīgs izmantot SWV tehnikas un nodrošinās ātru, precīzu un uzlabotu programmatūras izstrādi un optimizāciju.",1
17,"Attālināts automašīnu monitorings, izmantojot lietu interneta un bezservera tehnoloģijas","Šajā projektā tiek izmantoti lietu interneta un bezservera tehnoloģijas, lai nodrošinātu attālinātu automašīnu monitoringu. Tiek izstrādāts programmēšanas modelis, kas ļauj piekļūt automašīnas datiemaņām un nodrošināt datu strāvas pārvaldību bez pievienotām infrastruktūrām. Tiek veiktas arī eksperimentālas izmēģinājuma programmas, lai pārbaudītu jaunās metodes izmantošanas iespējas un tās apvienojumu ar citām tehnoloģijām. Galvenais mērķis ir uzlabot automašīnu stāvokļa novērtējumu un tās efektīvu un ilgtspējīgu izmantošanu.",1
18,Virtuālā aģenta izveide komunikācijas atbalstam,"Šajā pētījumā tiek apskatīta virtuālā aģenta izveides iespējamība un tā pielietojums komunikācijas atbalstam. Pētījuma mērķis ir izprast, kā virtuālā aģenta tehnoloģijas var palīdzēt uzlabot klientu pieredzi un samazināt darbietilpīgumu atbalsta centriem. Tika veikta literatūras apskate, kā arī izstrādāti dažādi scenāriji, lai demonstrētu virtuālā aģenta efektivitāti komunikācijas atbalsta jomā. Rezultāti liecina, ka virtuālā aģenta izmantošana var būt ievērojami noderīga uzņēmumiem, kas meklē jaunus veidus, kā uzlabot savu klientu apkalpošanu un efektīvi izmantot savus resursus.",1
19,TSCH protokola plānotājs,"TSCH protokola plānotājs ir programmatūras rīks, kas palīdz plānot tīkla aktivitātes, lai nodrošinātu optimālu tīkla efektivitāti un energoefektivitāti. Šis rīks piedāvā pielāgojamus algoritmus, lai ļautu lietotājam pielāgot plānošanas parametrus, kā arī ērtu interfeisu, lai skatītu plāna rezultātus. TSCH protokola plānotājs var tikt izmantots dažādiem tīklu veidiem un pielāgotajiem tīkla risinājumiem, kas padara to par universālu un vērtīgu instrumentu IoT tīklu projektēšanā un optimizācijā.",1
20,APEX izvērtējums LUIS moduļu izstrādē,"APEX izvērtējums aptver LUIS (valodas sapratnes) moduļu izstrādes procesu. Pētījums tiek veikts, lai novērtētu LUIS izstrādes efektivitāti un veiktspēju uzņēmumā APEX. Aptaukotie dati apstiprina, ka LUIS moduļi spēj uzņēmumam APEX piedāvāt ātru un precīzu valodas sapratnes un analīzes pakalpojumus.",1
21,Risinājuma izveide tīkla iestatījumu konfigurēšanai Docker virtualizācijas platformā reāllaika komunikāciju programmatūras testēšanai,"Šī pētījuma mērķis ir izveidot risinājumu Docker virtualizācijas platformā, kas ļaus konfigurēt tīkla iestatījumus reāllaika komunikāciju programmatūras testēšanai. Šim nolūkam tiks izmantota jauna konfigurācijas apstrādes metode, kas ļaus viegli mainīt un konfigurēt tīkla iestatījumus atkarībā no situācijas. Rezultātā tiks iegūta efektīva un droša sistēma, kas būs piemērota komunikācijas programmatūras testēšanai.",1
22,Dabiskās vides scēnu uztvere un simulācija datorredzes sistēmā,"Pētījumā tiek apskatīta dabiskās vides scēnu uztvere un simulācija datorredzes sistēmā. Tiek novērtēta simulācijas precizitāte un efektivitāte, izmantojot dažādas datorredzes metodes. Tiek izmantoti arī dažādi modeļi, lai simulētu dabiskas vides objektus un to uzvedību. Rezultāti liecina, ka šī metode tiek veiksmīgi izmantota dažādās nozarēs, piemēram, izglītības un zinātnes jomās, kā arī izstrādājot dažādas programmas un spēles.",1
23,Jaukšanas-Apmaiņas tīkli – jaunas neironu tīklu arhitektūras plašam uzdevumu klāstam,"Jaukšanas-apmaiņas tīkli ir jauna neironu tīklu arhitektūra, kas ir izstrādāta ar mērķi efektīvi risināt plašu uzdevumu klāstu. Šajā pētījumā tiek apskatīts, kā šie tīkli var tikt izmantoti dažādu ievades datu veidu apstrādei un analīzei. Tiek analizēta arī Jaukšanas-apmaiņas tīklu struktūra un tās pielietojums praksē. Rezultātos tiek parādīts, ka šāda tipa neironu tīkli jau ir guvuši būtiskus panākumus dažādos uzdevumos, piemēram, objektu atpazīšanas un runas sintēzes jomā.",1
24,Mikroservisu veidošana ar Micronaut ietvaru,"Mikroservisu arhitektūra kļūst aizvien populārāka aplikāciju izstrādē, taču veidošanas process var būt laikietilpīgs un sarežģīts. Šajā rakstā tiks apskatīta Micronaut ietvara izmantošana mikroservisu pielāgotai veidošanai. Micronaut piedāvā radošus veidus, kā struktūrēt mikroservisu, kā arī integrācijas iespējas ar citiem tehnoloģiskiem risinājumiem. Šāda pieeja var uzlabot aplikācijas veiktspēju un attīstības laiku, kā arī nodrošināt modulāro un uzticamu sistēmas izstrādi.",1
25,ETL rīku funkcionalitātes pielāgošanas iespējas datu avotu izmaiņām.,". Šajā rakstā tiek apskatītas iespējas pielāgot ETL rīkus datu avotu izmaiņām. Rakstā tiek izskatītas dažādas metodes, kā pielāgot rīkus, lai tie būtu elastīgi un spētu apstrādāt dažādus datu formātus. Darbā tiek sniegta ieskatīšana to, kā šīs metodes var uzlabot un automatizēt datu apstrādes procesus, lai uzņēmumi varētu ātrāk reaģēt uz datu izmaiņām un uzlabot savu datu vadības stratēģiju.",1
26,Mašīntulkotu nosaukto entitāšu gramatisko locījumu noteikšana automātiskajā pēcrediģēšanā,"Jaunattīstības valstīs, kur cilvēkresursi ir ierobežoti, mašīntulkošana kļūst par vajadzīgu un neaizvietojamu instrumentu, kas var nodrošināt valodu barjeru novēršanu. Tomēr, lai gan mašīntulkošanas sistēmas strādā ar lielu precizitāti, bieži vien tās nevar pareizi noteikt gramatisko locījumu dažādo atsevišķu valodu vārdu formās. Šajā pētījumā tika izmantots Latviešu valodas korpusa materiāls, lai izstrādātu efektīvu metodi mašīntulkojumo gramatisko locījumu noteikšanai. Rezultāti liecina, ka šī metode var nodrošināt lielu uzlabojumu mašīntulkošanā un būtiski samazināt tulkotāju darbu.",1
27,Datorvizualizāciju uztvere reakcijas laiku un preferenču eksperimentos,"Pētījums koncentrējas uz dažādām metodēm, kā lietot datorvizualizācijas, lai pētītu cilvēka reakciju laiku un mākslīga dizaina ietekmi uz indivīdu izvēli. Šāda pētījuma mērķis ir izzināt, kā dažādu vizualizācijas tehniku piemērošana var būt noderīga, lai uzlabotu uztveri eksperimentos, kas saistīti ar indivīdu darbības novērošanu. Galvenie secinājumi atklāj, ka datorvizualizācijas var būt svarīgs rīks, kas palīdz atklāt specifiskus reakcijas laika modeļus un individuālas preferenču atšķirības, kas var būt turpmāko pētījumu un dizaina izstrādes svarīgi faktori.",1
28,Informācijas sistēmas izstrāde bezservera tehnoloģijās,"Darba mērķis ir izstrādāt informācijas sistēmu, izmantojot bezservera tehnoloģijas. Tiek pētīti un salīdzināti bezservera datubāzes, serveru funkcionalitāte un integrācijas iespējas ar citām tehnoloģijām. Tiek apskatītas arī drošības problēmas, kuras saistītas ar bezservera tehnoloģijām. Darbā tiek aprakstīts izveidotās sistēmas izstrāde un testēšana, kā arī sniegti rezultāti un secinājumi.",1
29,Skolotāju profesionālo organizāciju tīmekļa vietņu dizaina izstrādes vadlīnijas,"Skolotāju profesionālo organizāciju tīmekļa vietņu dizaina izstrādes vadlīnijas ir domātas kā līdzeklis skolotājiem, kuri vēlas izveidot vai uzlabot savas organizācijas interneta vietnes. Vadlīnijas sniedz svarīgu informāciju par vietnes izstrādes procesu, tostarp satura plānošanu, dizaina izvēli, lapas elementu ievietošanu un saturu, kā arī tādu faktoru kā vietnes pieejamības un drošības, principus un rekomendācijas. Izstrādājot vietni, kas atbilst šīm vadlīnijām, skolotāji var nodrošināt, ka viņu organizācijas tīmekļa vietne būs pieejama, viegli saprotama un efektīva līdzeklis, lai sazinātos ar studentiem un vecākiem, kā arī apmaiņotos ar svarīgu informāciju un resursiem.",1
30,Mūsdienu iespējas tīmekļa un mobilo vairākplatformu lietotņu izstrādē,"Darba mērķis ir pētīt mūsdienu iespējas tīmekļa un mobilo vairākplatformu lietotņu izstrādē. Lai sasniegtu šo mērķi, tika izpētītas dažādas platīformas un to sniegtās iespējas, kā arī analizēti dažādi prakses piemēri. Tika izstrādāta prototipa lietotne, lai demonstrētu dažādu platīformu iespējas. Rezultāti liecina par to, ka mūsdienu izstrādes iespējas ir daudzveidīgas un atvērtas, dodot programmētājiem un izstrādātājiem plašas iespējas izveidot lietotnes, kas var būt populāras un lietderīgas lietotājiem.",1
31,Šaha uzdevumu ģenerēšana,"""Šaha uzdevumu ģenerēšanas"" algoritms ir izstrādāts, lai automatizētu šaha uzdevumu veidošanu ar nolūku uzlabot spēlētāju prasmes un stratēģijas. Algoritms pamatojas uz dažādiem faktoriem, kā piemēram spēles ierobežojumiem un sistēmu veidošanu uz spēlētāja līmeņa pieejamībām. Šī programma spēj radīt ne tikai standarta uzdevumus, bet arī sarežģītas un unikālas spēlēšanas situācijas. Rezultātā spēlētāji var izbaudīt jaunu un aizraujošu seju šaha spēlē, kamēr uzlabo savas prasmes un stratēģijas.",1
32,Serveru sistēmu un VPN ieviešana uzņēmumā,"Šo darbu veidoja, lai ieviestu servera sistēmas un VPN uzņēmuma infrastruktūrā. Darba mērķis ir analizēt un izprast uzņēmuma IT infrastruktūru, kā arī izveidot un ieviest serveru sistēmas un VPN. Darbā tiek apskatīti gan servera sistēmas pamatkomponenti, gan VPN principi un to ieviešanas pielāgošana konkrētajam uzņēmumam. Darba rezultātā tika ieviesta jauna un uzlabota uzņēmuma IT infrastruktūra, kas nodrošina augstāku drošības līmeni un efektīvāku datu un dokumentu pārvaldību.",1
33,Latvijas nekustamā īpašuma tirgus datu kopas izveide un analīze,"Latvijas nekustamā īpašuma tirgus datu kopas izveide un analīze ir būtisks pētījums, kas dos ieskatu nekustamā īpašuma tirgū. Pētījums tika veikts, lai saprastu, kā mainās nekustamā īpašuma cena, ņemot vērā dažādus faktorus. Tika veikta datu apkopošana, kas ietvēra informāciju par nekustamā īpašuma cenu, platību, atrašanās vietu un citiem faktoriem. Tālāk tika veikta datu analīze, lai noskaidrotu, kāda ir saikne starp dažādiem faktoriem un nekustamā īpašuma cenu. Pētījums dos pamatu turpmākai nekustamā īpašuma tirgus analīzei un palīdzēs uzlabot lēmumu pieņemšanu šajā nozarē.",1
34,Atvērtā koda klientu attiecību pārvaldīšanas sistēmu (CRM) izvērtējums izmantošanai Datorikas fakultātē,"Visu uzņēmumu mērķis ir nodrošināt lielisku klientu attiecību pārvaldības sistēmu. Datorikas fakultāte nav izņēmums. Viņi izvēlējās izmantot Atvērtā koda klientu attiecību pārvaldīšanas sistēmu (CRM), kuru ir uzstādījuši pirms dažiem gadiem. Šajā izvērtējumā tika novērtēta Atvērtā koda klientu attiecību pārvaldīšanas sistēma (CRM) un tās izmantošana Datorikas fakultātē. Šajā izvērtējumā tika apskatīti dažādi aspekti, piemēram, datu integrēšana, drošības risinājumi, pielāgojamība un iespējas. Pēc detalizētas analīzes secinājām, ka Atvērtā koda klientu attiecību pārvaldīšanas sistēma (CRM) ir piemērota un derīga izmantošanai Datorikas fakultātē. Tas var palīdzēt fakultātei efektīvāk strādāt ar savu datu bāzi un organizēt savu klientu attiecību pārvaldību.",1
35,Neviendabīgu integrētu datu avotu evolūcijas apstrāde,"Neviendabīgu integrētu datu avotu evolūcijas apstrāde ir sarežģīts un prasīgs pētījuma veids, kas paredzēts datu apstrādei un attīstībai uzlabotu tehnoloģiju un metodoloģiju ceļā. Šajā pētījumā tiek izmantota visefektīvākā datu apstrādes metode, izmantojot evolūcijas principus un integrētiem datu avotiem, lai radītu jaunas un uzlabotas metodes datu iegūšanai un apstrādei. Pētījums sniedz iespēju izmantot šīs metodes praktiski, lai uzlabotu uzņēmējdarbības modeli un veidotu augstas kvalitātes datu bāzes.",1
36,Krāteru identificēšana uz astronomiskā ķermeņa virsmas attēla,"Krāteru identificēšanas process uz astronomiskā ķermeņa virsmas attēliem ir svarīgs uzdevums, lai saprastu objektu pētniecības datus un noteiktu to izcelsmes un uzkrāšanās laiku. Šajā pētījumā apskatītas dažādas krāteru identificēšanas metodes un to piemērošana uz dažādiem astronomiskiem ķermeņiem. Tika veikti datu analīzes un modeļu izveide ar mērķi uzlabot krāteru identificēšanas procesu un nodrošināt precīzas un uzticamas rezultātus. Galējie rezultāti parāda zinātnisku pievēršanos problēmai un sniedz iespēju turpmākai izpētei par objektu virsmu un to veidošanos.",1
37,Eiropas un Latvijas atvērto datu portālu analīze un salīdzinājums,"Pētījuma mērķis ir veikt analīzi un salīdzinājumu starp Eiropas un Latvijas atvērto datu portāliem, vērtējot to saturu un pieejamo informāciju, kā arī izvērtējot to lietotājam draudzīgumu un iespējas izmantot datus citiem mērķiem. Pētījums izmanto kvantitatīvus un kvalitatīvus novērtējuma rīkus, kā arī interviju ar uzņēmumu un valsts pārstāvjiem, lai noteiktu atvērto datu portālu ietekmi uz uzņēmējdarbību un sabiedrību pēc iespējas konkrētākos skaitļos un informācijas avotos. Rezultāti sniegs ieskatu gan Eiropas, gan Latvijas atvērto datu portālu situācijā, atklājot to labākās un sliktākās īpašības un piedāvājot iespējas to uzlabošanai un izmantošanai.",1
38,Dziļo viltojumu atpazīšana,"Dziļo viltojumu atpazīšana ir sarežģīts process, kas prasa īpašas zināšanas un pieredzi. Šajā darbā tiek apskatīti dažādi viltojumu veidi, to raksturīgās pazīmes un atpazīšanas metodes. Tiek izmantoti gan manuālie, gan automatizētie risinājumi, lai nodrošinātu precīzu un efektīvu viltojumu atpazīšanu. Novērtējot iegūtos rezultātus, var secināt, ka dziļo viltojumu atpazīšana ir ļoti svarīgs jautājums, kurš prasa pastāvīgu uzmanību un uzlabojumus tehnoloģiju jomā.",1
39,Bioloģiskās kustības sintēze un izpēte klīnisku datorizētu testu nolūkā,"Šajā studijā tiek apskatīta bioloģiskās kustības sintēzes un izpētes metodika klīnisku datorizētu testu nolūkā. Mērķis ir izprast biomehānisko iedarbību uz cilvēka kustību sistēmas un attīstīt efektīvas testēšanas metodes, lai novērstu dažādas traumas un slimības. Studijā tiks izmantota jaunākās tehnoloģijas, kas ļaus analizēt kustību biomehāniku un sniegt precīzu diagnostiku. Galvenie rezultāti palīdzēs uzlabot pacientu rehabilitāciju un veicināt sabiedrības veselību kopumā.",1
40,Monotonitātes testēšana uz līnijas,"""Eksperimentālais pētījums tika veikts, lai novērtētu monotonitātes līnijas testēšanu. Tika izmantotas dažādas testēšanas metodes un analizēti rezultāti. Pētījuma rezultāti sniedza dažādus secinājumus un norādīja uz vairākiem iespējamiem uzlabojumiem testēšanas metodēs un rīkiem. Šīs atziņas var būt noderīgas tālākās pētniecības un attīstības jomās.""",1
41,Attālinātā kontrole liela attāluma bezvadu enerģijas pārvadei izmantojot atgriezenisko saiti,"Šajā pētījumā tiek apskatīta tālā attāluma bezvadu enerģijas pārvades sistēma, kas izmanto atgriezenisko saiti. Pētījumā tiek aprakstīti tehnoloģiskie risinājumi, kas ļauj nodrošināt efektīvu enerģijas pārvadi un attālinātās kontroles iespēju, lai uzraudzītu un regulētu sistēmas darbību. Tiek analizētas dažādas iespējas un risinājumi, kas var tikt izmantoti tālākās attīstības procesā. Pētījuma rezultāti dos ieskatu iespējās un risinājumos, kas var būt noderīgi, lai attīstītu tālākās sistēmas bezvadu enerģijas pārvadei.",1
42,Iegultā intelekta risinājums heterogenā iegultā sistēmā objektu detektēšanai attēlos,"Pētījumā tiek apskatīts iegultā intelekta risinājums, kas ļauj veikt precīzu objektu detektēšanu attēlos, izmantojot heterogēnas iegultās sistēmas. Risinājuma pamatā ir konvolūciju neironu tīkli, kas tiek apmācīti, lai identificētu dažādus objektus. Pētījumā tiek aplūkotas arī dažādas metodes, kā optimizēt risinājumu un uzlabot tā veiktspēju. Rezultāti parāda, ka iegultā intelekta risinājums ir efektīvs un precīzs, un var tikt izmantots dažādās jomās, piemēram, medicīnā, drošībā utt.",1
43,Virtualizācijas risinājumi bezservera skaitļošanai ARM arhitektūrā,"Darba mērķis ir izpētīt bezservera skaitļošanas risinājumus, kas balstās uz ARM arhitektūru, un to virtualizācijas tehnoloģijas. Darbā tika veikta teorētiskā pētījumu analīze, kā arī praktiski tika izveidots demonstrācijas risinājums, izmantojot serverless funkcijas. Rezultātos tika iegūti detalizēti dati par virtualizāciju, optimizēšanu un risinājumiem uz ARM procesoriem. JsonSerializer=utf-8",1
44,Viedierīču lietošanas paradumi studijās datorzinātnes studentiem,"Pētījums skar viedierīču lietošanas paradumus datorzinātnes studentiem studiju laikā Latvijas augstskolās. Veiktie intervijas un aptaujas parādīja, ka studentiem ir liela interese par dažādām programmām un rīkiem, kuri palīdz attīstīt viņu prasmes un zināšanas. Tomēr daži izaicinājumi, ar kuriem studenti saskaras, ir saistīti ar vajadzību atjaunināt datorus un programmatūru, kā arī trūkumu biežākai IT tehnoloģiju ieviešanai studiju procesā. Lai uzlabotu šo situāciju, ieteicams veidot vairāk iespēju un iniciatīvu, kuru mērķis ir veicināt viedierīču efektīvāku un daudzpusīgāku izmantošanu datorzinātnes studijās Latvijā.",1
45,ITIL rīki IT pārvaldībā,"""ITIL rīki IT pārvaldībā"" ir moderna un efektīva risinājuma pieeja IT nozarē. Šajā darbā apskatīsim ITIL rīku izmantošanas iespējas un to potenciālo ietekmi uz IT pārvaldību. Šajā kontekstā aplūkosim, kā ITIL rīki var palīdzēt uzlabot IT pakalpojumu kvalitāti un efektivitāti uzņēmuma darbībā. Skaidrosim arī to, kā uzlabot ITIL rīku pielietojumu, lai nodrošinātu augstāku IT pārvaldības atbilstību nozares standartiem un prasībām.",1
46,Datortīklu savienojumu izvēles metodes un to analīze simulatorā,"Darba mērķis ir izstrādāt tīkla savienojuma izvēles metodiku, izmantojot programmēšanas valodu Python un simulators Mininet. Pētījuma laikā tika veikta dažādu savienojumu tipu analīze un to ietekme uz tīkla veiktspēju. Izmantojot iegūtos rezultātus, tika izveidota optimālākā savienojumu izvēles metode, kas nodrošina augstāko tīkla efektivitāti un izmantošanas ērtības. Darbs sniedz novērtējumu par dažādu tīkla struktūru salīdzināmo efektivitāti un iespējas pielietot izstrādāto rigorozu metodi reālās tīkla infrastruktūrās.",1
