id,sentence,is_generated
22,"Mūsdienās ir dažnedažādi veidi kā veidot tīmekļa lapas, taču bieži tehnoloģijas tiek izvēlētas pēc gatavo veidņu pieejamības, ietvariem.",0
23,"Tiek dota priekšroka tīmekļa tehnoloģijām, kas ne būt nav efektīvākās lejupielādes laika ziņā.",0
24,Protams viss ir atkarīgs no tīmekļa lapas mērķa.,0
25,"Vai ir svarīgs resursu lietojums, vai var atļauties neekonomēt resursus.",0
26,"Darbā ir apskatīta HTML, PHP un JS tīmekļa lapu veidošanas tehnoloģiju efektivitāte -lejupielādes laika ziņā pie vienādas funkcionalitātes tīmekļa pārlūkprogrammā.",0
27,"Mobilo lietojumprogrammu tirgus strauji aug, tādēļ rādas liels pieprasījums pēc ātras augstas kvalitātes lietojumprogrammu izstrādes.",0
28,"Papildus vietējām izstrādes pieejām, kad lietojumprogrammu var izveidot tikai vienai konkrētai mobilajai platformai, savu popularitāti iegūst arī šķērsplatformu mobilās attīstības pieejas iegūst arvien lielāku popularitāti.",0
29,"Bakalaura darba mērķis ir izpētīt un sniegt vispārīgu pārskatu par dažiem pieejamiem šķērsplatformu izstrādes rīkiem, kā arī detalizēti analizēt divus  izstrādes rīkus, lai sniegtu rīku salīdzināšanas rezultātus.",0
30,"Šī darba rezultātā, izmantojot vairākus ietvarus, ir izstrādātas četras vienas lapas lietotnes.",0
31,"Izvēlēto šķērsplatformu rīku analīzē kā atskaites punkti tika izmantoti lietojumi, kas bija izstrādāti, izmantojot vietējās pieejas (Android un iOS), un, ar šķērsplatformu rīku palidzību, tika izstrādāti vēl divas lietojumprogrammas: Flutter un ReactNative.",0
32,"Šķērsplatformu salīdzinājums atklāja atšķirības izstrādes procesā, kā arī  lietojumprogrammu vispārējā veiktspējā, kas tika izveidotas, izmantojot izvēlētos starpplatformu izstrādes rīkus.",0
33,Bakalaura darba mērķis ir apskatīt dažādu emociju vārdu semantiku latviskajā tīmekļa vidē esošajos dažādu kategoriju blogos.,0
34,"Mērķa sasniegšanai tiks izveidots valodas korpuss, kas sastāv no latviešu valodā pieejamajiem dažādu blogu ierakstiem.",0
35,"Apskatot dažādu emociju modeļu piedāvātās emocijas tiks izvēlēti dažādi emociju vārdi, kuru semantika tiks apskatīta izveidotā valodas korpusa apakškorpusos.",0
36,Salīdzinot emociju vārdu semantiku tiks apskatīti vārda konkordances saraksti katrā no izvēlētajiem apakškorpusiem.,0
37,Darba rezultātā tiks noskaidrots vai emociju vārdu nozīme dažādu tipu blogos atšķiras.,0
38,"Tiks izstrādāti daži rīki, kas paredzēti atvieglot valodas korpusa izveidi izmantojot tīmekļa materiālus.",0
39,"Paredzēts izstrādāt tīmekļa vietni valodas korpusu glabāšanai, kā arī biežuma un konkordances sarakstu veidošanai.",0
40,"Bakalaura darba ietvaros tika apskatīta WebSocket protokola implementācija, kas ir pamatā dinamiskās tīmekļa sistēmās Ruby on Rails ietvarā – ietvarā iebūvētais Action Cable, un kopienas veidotais AnyCable, kas ir Action Cable papildinājums.",0
41,"Bibliotēka AnyCable piedāvā iespēju kā WebSocket serveri izmantot kādu jau no implementētajiem variantiem vai izmantot citu ar AnyCable savietojamu WebSocket serveri, kas var būt arī paša veidots.",0
42,"Bakalaura darba rezultātā tika izstrādāta ar AnyCable savietojama WebSocket servera programmatūra Rust programmēšanas valodā, kas ir konkurētspējīga pašreiz pieejamajiem Ruby on Rails savietojamiem WebSocket tehnoloģijas risinājumiem, etalonuzdevumos uzrādot labākus rezultātus, pateicoties Rust programmēšanas valodas īpašībām.",0
43,"Darbā tiek aprakstīta apstrāde un modelēšana konkrētai no mikroblogošanas vietnes Twitter iegūtai datu kopai, kura ir par pārtikas produktu un ēšanas/dzeršanas tematiku, izmantojot mašīnmācīšanās metodes.",0
44,Darba sākumā tiek izpētīta iegūtā datu kopa un no tās tiek izveidots datu korpuss.,0
45,Šis korpuss tiek izanalizēts dažādos šķērsgriezumos un publicēts publiski citiem interesentiem.,0
46,"Kā viens no mašīnmācīšanās modeļiem tiek izstrādāts sentimenta analizators, kurš nosaka tvīta noskaņojumu.",0
47,"Izstrādes procesā maksimālā efektivitāte bijusi, ka vairāk kā pusi no novērtēšanas datiem modelis ir spējis pareizi novērtēt, saliekot vairākus tvītu datu kopas kopā.",0
48,"Bakalaura darbs satur pētījumu tādai problēmai, kā piekļuves sistēmas drošības noteikšana un analizēšana.",0
49,"Darba uzdevums ir izpētīt bezkontakta karšu piekļuves sistēmas riskus, kas varētu apdraudēt šīs sistēmas kopējo drošību un saprast, kā pārvaldīt un novērst šos riskus jau arhitektūras izstrādāšanas fāzē.",0
50,"Lai veiktu sistēmas arhitektūras drošības analīzi, ir nepieciešamas metodes, ar kurām analizēt un noteikt piekļuves sistēmas drošību.",0
51,"Darba ietvaros tiek izpētītas trīs arhitektūras drošības analizēšanas metodes, no kurām viena tiek pielietota, lai noteiktu piekļuves sistēmas drošību.",0
52,"Darba gala rezultātā tika izveidota bezkontakta piekļuves sistēmas arhitektūras risku analīze, izmantojot vienu izpētīto analizēšanas metodi un iegūto ievainojamību informāciju.",0
53,"Latvijas Universitātes (LU) studentiem bieži rodas jautājumi vai neskaidrības par kādas situācijas risināšanu, kas tiek uzdoti LU forumā.",0
54,Bakalaura darbā ir veikta šādu studējošo jautājumu dabiskās valodas analīze un to pielietojuma iespējas jautājumu un atbilžu sistēmas izveidē.,0
55,"Darbā tiek veikta atšķirīgu datu apjoma izmaiņu metožu salīdzināšana un pielietošanas ieguvuma izvērtēšana, veicot studējošo jautājumu mērķa noteikšanas moduļa izveidi.",0
56,"Darbā veikta studējošo jautājumu reprezentācijas izveide izmantojot vārdu maisa metodi, BERT un FastText modeļus, veikta mērķa klasifikācija, sasniedzot 86% precizitāti mērķa noteikšanā četrām dažādām jautājumu kategorijām.",0
57,"Cilvēka kustību novērošana, izmantojot inerciālos sensorus, mūsdienas ir ļoti populāra pētniecības metode, ko pielieto medicīnā, rehabilitācijā, sportā un citās nozarēs.",0
58,"Darbā tika izpētītas tehnoloģiskās iespējas, lai veiktu cilvēka kustību novērošanu, kā arī esošie pielietojumi cilvēka kustību novērošanai hokejā.",0
59,"Darba mērķis ir veikt profesionāla un entuziasta līmeņa hokejistu hokeja metienu kustību novērošanu, lai noteiktu, kura entuziasta hokeja metiens procentuāli visvairāk atbilst profesionāla hokeja metiena sasniegtajam lineārajām paātrinājumam.",0
60,"Novēroto datu apstrādei, tika izmantota “Python” programmēšanas valoda, ar kuru tika veiktas visas nepieciešamās darbības, lai veiktu entuziastu un profesionāla hokejista metienu salīdzināšanu.",0
61,"Pēdējo gadu laikā stipra uzmanība tiek veltīta datorredzei un tās pielietojumiem, lai risinātu gan globālas, gan lokālas problēmas pasaulē.",0
62,"Datorredzi pielieto gan sejas atpazīšanai tālruņos, auto numura zīmju nolasīšanā, gan arī, piemēram, satelītattēlu apstrādei.",0
63,"Bakalaura darbā tiek apskatīti literatūras avoti gan par ierastiem neironu tīkliem, gan konvolūciju neironu tīkliem, uz kuriem tiek balstīta datorredze, apskatīta neironu tīklu attīstība, salīdzināti dažādi populārākie konvolūciju neironu tīklu veidi.",0
64,"Bakalaura darbā veikta arī praktiskā daļa ar konvolūciju neironu tīkla izstrādi, datu kopas izstrādi ar Latvijas Armijas publiski pieejamajiem attēliem, un konvolūciju tīkla darbināšanu maskēšanās rakstu atrašanai attēlos, veikts salīdzinājums ar līdzīgu pētījumu, kas publicēts 2019. gadā.",0
65,"Praktiskās daļās beigās veikti secinājumi un minēti ieteikumi izmantotā neironu tīkla veida modifikācijām, kā arī minēti iespējamie cēloņi specifiskai konvolūciju tīkla uzvedībai.",0
66,"Mūsdienās arvien vairāk tiek izmantoti valkājamie sensori, it īpaši sportā, tajā skaitāskeitbordā.",0
67,"Apvienojumā ar mašīnmācīšanos šīs ierīces spēj sniegt informāciju par sportistaveiktajām darbībām, skeitbordā tas būtu par izpildītajiem trikiem.",0
68,"Šī darba ietvaros ir apzinātipašreizējie risinājumus skeitborda triku atpazīšanā, kā arī izstrādāts jauns risinājums, kas sevīietver papildus sensoru izvietošanu uz sportista ķermeņa.",0
69,"Darbā tiek salīdzinātas dažādasmašīnmācīšanās metodes triku klasificēšanai, kā arī izpētīta papildus sensoru ietekme uzprecizitāti, palielinot atpazīstamo triku skaitu.",0
70,"Bakalaura darba “Reālā laika pārraudzības sistēmas “Monasca” ieviešana” ietvaros tiek apskatīti galvenie pārraudzības sistēmu darbības principi, svarīgākie aspekti pārraudzības sistēmas izvēlei, padziļināti izpētīts Monasca pārraudzības rīks un svarīgākās tā komponentes, kā arī aprakstīta šāda rīka ieviešana un konfigurēšana testa vidē.",0
71,"Šī tēma varētu būt aktuāla ikvienam datorsistēmu un datortīklu administratoram, jo pārraudzības sistēma ir ļoti svarīga IT infrastruktūras pārvaldības sastāvdaļa, kas sniedz iespēju laicīgi atklāt un novērst dažādas ar sistēmu un aparatūru saistītas problēmas, nodrošinot uzņēmuma pilnvērtīgu funkcionalitāti.",0
72,Bakalaura darba ietvaros tika pētīta Advanced RISC Machine (ARM) arhitektūras iegulto sistēmu čipos sastopamās Serial Wire Viewer (SWV) tehnoloģijas piemērotība reāllaika profilēšanai.,0
73,"Profilēšanas metode tika uzskatīta par reāllaika metodi, ja tā būtiski neietekmē profilējamās programmatūras darbību un ja tās rezultātus ir iespējams atjaunot un attēlot profilēšanas procesā.",0
74,"Tika izstrādāta programmatūra, kas izmanto ARM SWV un veikts šīs programmatūras salīdzinājums ar industrijā biežāk izmantotajām profilēšanas metodēm, lai noskaidrotu, vai tās ir iespējams aizvietot ar SWV risinājumu.",0
75,"Salīdzinājumā tika ņemta vērā gan metožu veiktspēja, gan to izmantošanas izmaksas.",0
76,"Ikvienā modernā automašīnā notiek milzīgs daudzums ar elektroniskiem un mehāniskiem procesiem, kas vajadzīgi, lai automašīna veiktu optimālu funkcionēšanu.",0
77,"Daļu no iekšējiem procesiem iespējams no ārpuses novērot, izmantojot automašīnu pašdiagnostikas sistēmu (OBD).",0
78,Bakalaura darba mērķis ir izveidot risinājumu attālinātai OBD datu monitorēšanai.,0
79,"Darba ietvaros tiek izpētīts, kas ir vajadzīgs, lai pieslēgtos OBD.",0
80,Kā notiek komunikācija ar OBD.,0
81,"Darba gaitā izstrādāta “Flutter” mobilā lietotne, kas, izmantojot “Bluetooth” zemās enerģijas tehnoloģiju, no automašīnas pašdiagnostikas sistēmas spēj iegūt aktuālos datus.",0
82,"Lietotne nolasītos datus nogādā “AWS Lambda” bezservera metodei, kas rezultātus apstrādā un noglabā “Amazon DynamoDB” datubāzē.",0
83,"Šī darba mērķis ir izpētīt virtuālos komunikācijas aģentus un izveidot savu virtuālo aģentu, lai risinātu reālu biznesa problēmu.",0
84,"Šī darba ietvaros ir izpētīta virtuālo aģentu būtība, kā arī to darba pamatprincips.",0
85,"Ir sastādīta virtuālo aģentu klasifikācija pēc dažādiem kritērijiem, ir izpētītas visizplatītākās platformas to veidošanai, kā arī ir izstrādāts savs virtuālais aģents priekš MS Teams ar Microsoft Bot Framework palīdzību.",0
86,"Darba pamattekstā ir 80 lappuses, 53 attēli, 5 tabulas un 30 informācijas avotu nosaukumi.",0
87,Darbā tiek apskatīti TSCH protokols un to plānotāji teorētiski un praktiski.,0
88,"Teorētiskā daļā tiek aprakstīts, kā darbojas protokola laika sloti un kā protokols pārvalda tīklu.",0
89,"Praktiskā daļā tiek apskatīti dažādi tīklu veidi ar vairākiem parametriem, iegūta rezultāta pamatojums un secinājumi.",0
90,Bakalaura darba tēma “TSCH protokola plānotājs” tiek izvēlēta pēc autora ieinteresētības un studiju datorinženierijas virziena izvēles.,0
91,Tēmu piedāvāja darba vadītājs.,0
92,"Bakalaura darbā “APEX IZVĒRTĒJUMS LUIS MODUĻU IZSTRĀDĒ” tiek iepazīstināts ar esošām LUIS izstrādē izmantotām tehnoloģijām, kā arī tiek apkopota literatūra par Oracle vadlīnijām informāciju sistēmu izstrādē izmantotajiem produktiem – Oracle APEX un ADF.",0
93,"Bakalaura darba mērķis ir veikt pētījumu par Oracle piedāvātajām lietojumprogrammu izstrādes tehnoloģijām, kura ietvaros realizēt kādu no LU informācijas sistēmu moduļiem Oracle APEX vidē, un izvērtēt, vai esošo izstrādes vidi būtu iespējams aizstāt ar Oracle APEX.",0
94,"Darba ietvaros tika izvēlēts LUIS modulis “Studiju kursu aktualizācija”, kas šobrīd ir izstrādāts, izmantojot PL/SQL procedūras.",0
95,"Izvēlētajam modulim tika izstrādāts prototips Oracle datu bāzē, izmantojot Oracle APEX saskarni.",0
96,"Tika izvērtēti pozitīvie un negatīvie aspekti, izmantojot Oracle APEX saskarni LUIS moduļa izstrādē, kā arī darba beigās tiek sniegtas rekomendācijas veiksmīgai tālākai moduļu izstrādei.",0
97,Bakalaura darbā “Risinājuma izveide tīkla iestatījumu konfigurēšanai Docker virtualizācijas platformā reāllaika komunikāciju programmatūras testēšanai” darba autors veiksmīgi izveidojis risinājumu reāllaika komunikāciju programmatūras testēšanai degradētos tīkla apstākļos Docker konteinerī.,0
98,Darbs sadalīts 5 nodaļās.,0
99,Pirmajā nodaļā aprakstīta virtualizācijas darbība un aplūkota Docker virtualizācijas platformas arhitektūra.,0
100,"Otrajā nodaļā izpētītas tīkla kvalitāti raksturojošas metrikas, kas ir nozīmīgas reāllaika komunikācijas programmatūrai, kā arī aplūkotas Traffic Control un iptables utilītprogrammas tīkla iestatījumu konfigurēšanai Linux operētājsistēmā.",0
101,"Trešajā nodaļā aplūkoti reāllaika komunikāciju risinājumi, kas balstīti uz WebRTC platformas.",0
102,Ceturtajā nodaļā aprakstīta autora izstrādātā risinājuma – Docker Network Tester – implementācija.,0
103,Piektajā nodaļā definēti risinājuma testēšanas testa piemēri un aprakstīti testēšanas rezultāti.,0
104,Darba apjoms ir 56 lpp.,0
105,"Darbā ievietoti 47 attēli un 5 tabulas, kā arī pievienots 1 pielikums.",0
106,Dabiskās vides scēnas ir sastopamas ikvienam ikdienā un to pielietojums programmatūrās ir samērā lielas.,0
107,"Tomēr nav īsti bijuši pētījumi, kuros skatās lietotāju viedokli atkarībā no scēnu patikas veida, kaut arī viņi ir galvenā produktu mērķauditorija.",0
108,Tādēļ darba mērķis ir noskaidrot cilvēku patiku par dažādiem dabiskās vides scēnu tipiem.,0
109,"Lai sasniegtu mērķi, darbā tiek izstrādāts kvazieksperiments, kurā saglabā informāciju par respondentu patiku pret scēnām, to tipiem un reakcijas laiku.",0
110,Datu analīzei tiek izmantota aprakstošā un secinošā statistika.,0
111,"Pētījuma rezultāti norāda, ka nepastāv korelācijas starp scēnu tipu izvēli un respondentu demogrāfiskajiem datiem, bet varēja novērot kopējo tendenci.",0
112,"Veicot salīdzinājumu starp dažādām kategorijām, vidēji visbiežāk lielāko patiku izraisīja krasti un upes, bet mazāko lauki un tuksnesis.",0
113,Mūsdienu neironu tīklu modeļiem efektīva tālu atkarību modelēšana sagādā problēmas.,0
114,"Īpaši izteikta šī problēma ir algoritmiskiem uzdevumiem, tomēr arī citos uzdevumos tā sagādā grūtības un noved pie daudzu uzdevuma-specifisku modeļu izstrādes.",0
115,"Darbā tiek piedāvāti 3 jauni neironu tīkli - Neironu Jaukšanas-Apmaiņas, Atlikuma Jaukšanas-Apmaiņas un Switchblade -, kas spēj modelēt tālas atkarības datos un ir piemērotas plašam uzdevumu klāstam.",0
116,"Jaunās arhitektūras tiek novērtētas uz algoritmu indukcijas, valodas modelēšanas, skaņas un attēlu apstrādes uzdevumiem.",0
117,MusicNet mūzikas transkripcijas uzdevumā un Sudoku mīklu risināšanā arhitektūras uzstāda pasaulē labākos rezultātus.,0
118,Darbā arī tiek piedāvātas jaunas datu kopas dažādiem divdimensiju algoritmiskiem uzdevumiem.,0
119,"Bakalaura darba mērķis bija izpētīt Micronaut Java ietvaru, tā projektējumu un piedāvāto funkcionalitāti, kā arī salīdzināt to ar šobrīd industrija populāro Java ietvaru Spring, apskatot abu ietvaru projektējumu atšķirības un salīdzinot to veiktspējas metrikas.",0
120,"Darba ietvaros tika izstrādāti mikroservisi ar Micronaut un Spring ietvariem, tika veikta to noslodzes testēšana, kā arī mērīts resursu patēriņš un servisu startēšanās laiks.",0
121,"Tika veikta abu ietvaru projektējumu salīdzinājums un novērtēta to piemērotība mūsdienīgu, uz mākoņdatošanas pakalpojumu balstītu, informācijas sistēmu veidošanai.",0
122,"Šis bakalaura darbs “ETL rīku funkcionalitātes pielāgošanas iespējas datu avotu izmaiņām” tika izstrādāts ar mērķi dot lasītājam ieskatu, kas ir ETL rīki, un kādas ir iespējamās opcijas rīka funkcionalitātes pielāgošanai lietotāja interesēs.",0
123,"Darba teorētiskajā daļā ir aprakstīts, kas ir ETL process, kā tas funkcionē un kādas ir tā galvenās trīs daļas Darba praktiskajā daļā ir veidoti rīku funkcionalitātes pielāgošana dažādās kļūdas iespējamajās situācijās.",0
124,Darba noslēgumā apkopoti ETL rīku testēšanas rezultāti un apkopoti kādi secinājumi gūti darba izstrādes laikā.,0
125,Dziļās mašīnmācīšanās sasniegumi ir veicinājuši ievērojamu attīstību mašīntulkošanas jomā.,0
126,"Tomēr joprojām bieži tiek novērots, ka retas nosauktās entitātes neironu mašīntulkošanas sistēmas iztulko nepareizi.",0
127,"Kļūdaini tulkotu nosaukto entitāšu labošanu var veikt, izmantojot automātisko pēcrediģēšanu.",0
128,Pēcrediģēšana kā vienu no soļiem ietver teikuma kontekstā iederīgas morfoloģiskās formas noteikšanu.,0
129,Šī darba mērķis bija izstrādāt un apmācīt klasifikatoru nosauktās entitātes teikumā iederīgo morfoloģisko kategoriju formu paredzēšanai.,0
130,"Darba ietvaros tika izpētīts, kā risinātas līdzīgas ar vārdu kontekstuālu morfoloģisko analīzi saistītas problēmas, sagatavoti klasifikatoram piemēroti apmācības dati, izstrādāts un novērtēts klasifikators.",0
131,Darbā izstrādātais klasifikators 95 % gadījumu paredzēja morfoloģisko kategoriju formas teikumā iederīgajai morfoloģiskajai formai vai kādai no tās sinkrētiskajām formām.,0
132,"Datu vizualizācija ir efektīvs veids, lai uzlabotu datu izpratni un analīzi.",0
133,"Veidi, kā attēlot datus, ir daudz, un to ietekmē dažādi faktori, gan paši dati, to apjoms un struktūra, datu vizualizācijas mērķis, mērķauditorija un cilvēku uztveres principi.",0
134,"Bakalaura darba mērķis ir salīdzināt diagrammas tipa un krāsas ietekmi uz, pirmkārt, laiku, ko lietotājs patērē, lai atrastu prasīto informāciju attēlojumā, otrkārt, uz diagrammas vizualizācijas izvēlē.",0
135,"Lai to noskaidrotu, kvazieksperimentālas aptaujas veidā tika ievākti dati, par 5 diagrammu tipiem, katru izveidojot 3 krāsu variācijās.",0
136,"Reakcijas laiks tika noteikts ar vienkāršu jautājumu palīdzību, liekot lietotājam atrast pareizo informāciju.",0
137,"Preferences iegūtas respondentam no stimulu pāra, izvēloties vienu no attēlotajām vizualizācijām.",0
138,"Iegūto datu analīze parāda, ka starp dažādajiem diagrammu tipiem ir novērojamākas lielākas atšķirības reakcijas laikā, bet krāsu ietekme ir nebūtiska.",0
139,"Skatoties uz preferencēm, cilvēkiem labāk patīk vizualizācijas ar krāsām, nevis tikai melnbalti toņi, bet tipi, kas ir vienkāršāki, nepiesātināti ar informāciju.",0
140,"Attīstoties mākoņskaitļošanas tehnoloģijām, informācijas sistēmu izstrādei un uzturēšanai paveras jaunas iespējas.",0
141,Bakalaura darba ietvaros tiek apskatīta bezservera tehnoloģiju pieeja informācijas sistēmu izstrādei un uzturēšanai.,0
142,"Darba mērķis ir novērtēt bezservera tehnoloģiju pieejas priekšrocības un trūkumus, par pamatu ņemot klasiskās pieejas.",0
143,"Praktiskajā daļā tehniskās sarežģītības novērtēšanai, daļēji tiek izstrādāta namīpašumu apsaimniekošanas sistēma bezservera tehnoloģijās.",0
144,"Bezservera tehnoloģiju arhitektūra tiek salīdzināta ar šobrīd industrijā populārākajām arhitektūrām - monolītisko un mikropakalpju arhitektūru, kā arī izveidots aptuvens izmaksu salīdzinājums dažādām informācijas sistēmu uzturēšanas pieejām un kā bezservera tehnoloģiju pieeja konkurē ar tām.",0
145,Tīmekļa vietnēs dizainam ir svarīga loma.,0
146,"Tas nosaka, kā lietotājs uztver sniegto informāciju, un sniedz priekšstatu par uzņēmumu vai asociāciju.",0
147,"Darbā tiek pētītas un apkopotas tīmekļa vietņu vadlīnijas lietotāju pieredzes (UX) dizaina jomā, kuras var pielietot skolotāju profesionālo organizāciju vietnēm.",0
148,Apskatīti populārākie rīki lietotāju saskarnes dizaina izstrādei un izpētītas vairākas esošas skolotāju profesionālo organizāciju tīmekļa vietnes to dizaina aspektā.,0
149,"Pētījuma rezultātā izveidots Latvijas Informātikas skolotāju asociācijas (LISA) tīmekļa vietnes prototips, ņemot vērā lietotāju prasības un UX dizaina vadlīnijas.",0
150,Prototipu iespējams izmantot esošās vietnes uzlabošanā.,0
151,Pētījuma rezultātus var izmantot arī citu skolotāju profesionālo organizāciju tīmekļa vietņu izstrādē vai uzlabošanā.,0
152,"Pieaug nepieciešamība piedāvāt gan mobilās, gan pārlūka lietotnes, lai nodrošinātu labāku lietotāja pieredzi.",0
153,Vairākplatformu mobilās izstrādes sistēmas tagad atbalsta arī tīmekļa lietotņu izstrādi kopā ar mobilajām ierīcēm.,0
154,"Darbā, pamatojoties uz dažādiem literāriem avotiem un praktisko pieredzi, tika izpētīti dažādas pieejas un rīki, to iezīmes un izmantošanas potenciāls.",0
155,No tīmekļa vietņu izstrādes viedokļa tika aprakstītas un apsvērtas vairākplatformu lietotņu grupas.,0
156,"Progresīvās tīmekļa lietotnes, Ionic, NativeScript un Flutter tika salīdzinātas pēc izstrādes procesa, izskata dažādās vidēs, ierīču iespēju piekļuves, pārlūka un operētājsistēmas atbalstu, koda koplietošanas, publicēšanas iespējam.",0
157,"Bakalaura darbā aprakstīta šaha uzdevumu uzbūve un to veidošanas nosacījumi, tiek uzskaitītas uzdevumu kvalitātes iezīmes.",0
158,Tiek pētīta šaha uzdevumu ģenerēšanas problēma un dažādās pieejas problēmas risināšanai.,0
159,"Darbā apskatītas jau esošas šaha uzdevumu ģenerēšanas metodes, kurās dažādos veidos tiek veikta arī attiecīgā šaha uzdevuma kvalitātes novērtēšana un veidotas jaunas pozīcijas, no kurām veidot uzdevumus.",0
160,"Tiek piedāvāts praktisks risinājums šaha uzdevumu ģenerēšanas problēmai, kā arī aprakstīti sarežģītākie aspekti un to iespējamie risinājumi un uzlabojumi uzdevuma izpildē.",0
161,"Atslēgvārdi: šaha uzdevums, šaha uzdevuma estētiskais novērtējums, šaha uzdevumu ģenerēšana, DSNS paņēmiens.",0
162,"Autors izstrādāja bakalaura darbu ""Serveru sistēmu un VPN ieviešana uzņēmumā"".",0
163,"Savā darba vietā autors konstatēja problēmu, ka mācīšanās vadības sistēma bija word online dokumentu formā un testus pildīja papīra formātā; nebija sistēmas visu iekšējo serveru pārraudzībai, tika pārraudzītas tikai Unifi ražotāja iekārtas; rezerves kopiju veidošanas sistēmas serveriem nebija vienota risinājuma; VPN sistēma bija par maksu.",0
164,Bakalaura darba mērķis bija ieviest nepieciešamās serveru sistēmas un VPN.,0
165,"Bakalaura darba uzdevumi bija izpētīt informāciju par nepieciešamo sistēmu iespējamiem risinājumiem un ieviest tās, apkopot rezultātus un izdarīt secinājumus.",0
166,Rezultātā risinājums dod iespēju: mācīšanās vadības sistēmai organizēt iekšējos kursus darbinieku apmācībai un testus zināšanu parbaudei; sistēmas iekšējiem serveriem pārraudzīt visas pieslēgtās sistēmas; rezerves kopiju veidošanas sistēmas serveriem veidot rezerves kopijas serverī; VPN sistēmu lietot bez maksas.,0
167,"Bakalaura darba „Latvijas nekustamā īpašuma tirgus datu kopas izveide un analīze” mērķis ir aplūkot veidus kā no nestrukturētiem datiem, kas ir pieejami tīmeklī, izveidot datu kopu, ko būtu iespējams izmantot dažādiem lietojumiem.",0
168,Darbā apskatīta esošā situācija datu pieejamībā par Latvijas nekustamā īpašuma tirgu.,0
169,"Aplūkotas datu kopas un atvērtie dati Latvijā, datu un datu kopu kvalitātes novērtēšana, kā arī veidi kā iegūt strukturētus datus no tīmekļa vietnēm un datu ieguves procesu automatizācija.",0
170,"Darba praktiskajā daļā izveidots rasmotājs, kas automatizēti spēj iegūt strukturētus datus no sludinājuma portāla un no tiem izveidot datu kopu, kā arī veikta izveidotās datu kopas analīze.",0
