12,Attēlu fona modelēšanas algoritmi,"Datorredzes izpētes laukā ir sastopami dažādi izacinājumi, kas atstāj iespaidu uz fona modelēšanas algoritmu darbību. Piemēram, apgaismojuma maiņas, dinamisks fons un ēnas. Pie fona modelēšanas izaicinājumiem var pieskaītīt arī ar video filmēšanas tehniskajām grūtībām radītios izaicinājumus, pie kuriem pieder arī kompresijas artefakti. Taču, ir jāatzīmē, ka kompresijas artefaktu atstātāis efekts uz fona modelēšanas algoritmiem ir maz pētīts. Šī darba ietvaros tika pētīta kompresijas artefaktu atstātā ietekme uz dažiem fona modelēšanas algoritmiem. Izpētei tika izvēlēti divi algoritmi Mixture of Gaussians (MOG) un K-Nearest Neighbours (KNN), kas tika darbināti uz CDNET video datu kopas ar un bez kompresijas artefaktiem. Galvenie šī darba rezultāti ir sekojoši - MOG algoritma rezultāti bija līdzīgi uz visām apskatītajām video kategorijām ar un bez kompresijas artefaktiem. Turpretī KNN algoritma rezultāti nebija tik robusti - izmaiņas algoritma izvadē bija nozīmīgi atšķirīgas starp video ar kompresijas artefaktiem un video bez šādiem artefaktiem.",0
13,Android lietotne matemātikas centralizētā eksāmena pirmās daļas apguvei,"Kvalifikācijas darba “Android lietotne matemātikas centralizētā eksāmena pirmās daļas apguvei”  mērķis ir izveidot dokumentācijas bāzi mobilās lietotnes izstrādei, kas paredzēta 12. klašu skolēnu sagatavošanai matemātikas centralizētā eksāmena pirmajai jeb testa daļai. Lietotnes nolūks ir piedāvāt lietotājiem iespēju pildīt iepriekšējo gadu centralizēto eksāmenu testus, kā arī pildīt ātro testu komplektus, kas paredzēti skolēna zināšanu analīzei dažādās matemātikas tēmās. Kvalifikācijas darba paredzamais rezultāts ir skaidra, viegli lietojama dokumentācija, kas palīdzētu izprast lietotnes būtību un funkcionalitāti, kā arī kalpotu par rokasgrāmatu izstrādātājiem, kas veic tehnisko lietotnes izveidi. Izveidotā dokumentācija satur ievadu ar vispārēju lietotnes aprakstu, kā arī programmatūras prasību specifikāciju, kas ietver lietotnes funkcionālās prasības, programmatūras projektējuma aprakstu, kas ietver datu bāzu un saskarņu projektējumu, kā arī testēšanas dokumentāciju.",0
14,Uzņēmumu personāla uzskaites tīmekļa aplikācijas izstrāde lietojot Oracle Application Development Framework rīku,"Kvalifikācijas darba “Uzņēmumu personāla uzskaites tīmekļa aplikācijas izstrāde lietojot Oracle Application Development Framework rīku” ietvaros tika izstrādāta tehniskā dokumentācija, kas ietver sekojošo: programmatūras prasību specifikāciju, programmatūras projektējuma aprakstu, kā arī testēšanas dokumentāciju, informāciju par projekta pārvaldību un projekta realizācijas darbietilpības novērtējumu. Uzņēmuma personāla uzskaites sistēma ir tīmekļa aplikācija kas ļauj uzglabāt, mainīt un izvadīt lietotājiem informāciju par uzņēmuma darbiniekiem. Aplikācija tiek izstrādāta lietojot Oracle Application Development Framework programmatūras izstrādes rīku, kas nodrošina programmatūras ērtāku izstrādi, atbalstu un savietojamību ar citiem programmatūras produktiem.",0
15,Resursu vadības sistēmas “G-VEDIS” moduļa “ALGAS” papildināšana ar pārskatu par izmaksām  nerezidentiem un sagatavošanu iesniegšanai Valsts ieņēmumu dienesta Elektroniskās deklarēšanas sistēmā,"Kvalifikācijas darba ietvaros tika papildināta resursu vadības sistēmas “G-VEDIS” moduļa “ALGAS” funkcionalitāte. Izstrādātais papildinājums resursu vadības sistēmas lietotājam nodrošina iespēju saglabāt informāciju par nerezidentu, veikt kopsavilkumu par nerezidenta gūtajiem ienākumiem un samaksātajiem nodokļiem taksācijas periodā. Nodrošināt pārvaldību EDS dokumentam un iegūt PDF un XLS dokumentus, kā arī XML dokumentu, kuru var nodot VID EDS sistēmai. Risinājums tika izstrādāts, izmantojot PL/SQL Developer, Microsoft Visual Studio rīkus, .Net, .NET MVC.",0
16,Komunikācija un tās izcelsmes iemesli mākslīgās vidēs,"Darbā tiek pētīta pašreizējā situācija mākslīgu aģentu radīšanai un to apmācīšanai efektīvi rīkoties mākslīgās vidēs, kurās ir iespējama komunikācija starp aģentiem. Tiek apskatītas populāras vides aģentu apmācībai un to snieguma novērtēšanai, tiek apzinātas vides, kurās var veikt aģentu apmācību komunicēt. Darbā aplūkoti populāri mašīnmācīšanās algoritmu aģentu apmācībai efektīvi rīkoties dažādās vidēs. Tiek īsumā pārspriests, kā nodrošināt vienkāršu komunikāciju un atmiņu aģentu arhitektūrā, kā to apmācīt. Tiek apzināti neseni komunikācijas pētījumi ar mākslīgi radītiem aģentiem un noskaidroti dažādi kvantitatīvi un kvalitatīvi rādītāji, lai varētu konstatēt lietderīgas, nelietderīgas komunikācijas rašanos. Darbā tiek reproducēts 2019. gada pavasara raksta ”On the Pitfalls of Measuring Emergent Communication”[15] rezultāts, kurā tiek novērota nelietderīgas komunikācijas rašanās aģenta arhitektūras dēļ. Darbā tiek veikti papildus eksperimenti ar izmaiņām vidē, aģentu arhitektūrā uz dažādām vides, aģentu konfigurācijām. Tiek veikta izpēte rakstā norādītājā turpmākajā pētījumu virzienā, vai, komunikācijai piemērojot papildus maksu, aģentu starpā veidojas nelietderīga komunikācija.",0
17,Programmatūras produkta kvalitātes atribūti un to metrikas,"Bakalaura darbā tika apskatīts ISO/IEC 25010 [1] standartā minētais produkta kvalitātes modelis, kas kategorizē sistēmas vai programmatūras produkta kvalitātes īpašības astoņos raksturlielumos: funkcionālā atbilstība, veiktspējas efektivitāte, saderība, lietojamība, uzticamība, drošība, uzturamība un pārnesamība. Katru no šiem raksturlielumiem veido saistītu apakšiezīmju kopums. Tika izpētīts, kā šīs īpašības piedāvā definēt un novērtēt dažādi avoti. Padziļināti tika izpētīts viens no raksturlielumiem – uzturamība. Tika izpētīta uzturamības apakšiezīmju novērtēšana un  novērtēšanas metodes. Pamatojoties uz iegūtajiem rezultātiem, tiek sniegta informācija par produkta kvalitātes novērtēšanas priekšrocībām un sarežģījumiem.",0
18,Vispārīgas datu aizsardzības regulas pielietojuma apskats starptautiskā IT uzņēmumā,"2018. gada 25. maijā spēkā stājās Vispārīgā datu aizsardzības regula, kuras mērķis ir padarīt datu drošības regulējumu atbilstīgu mūsdienu tehnoloģijām. Regulas ieviešana attiecas uz visiem uzņēmumiem, kas nodarbojas ar datu glabāšanu un apstrādi, tostarp arī IT uzņēmumiem. Galvenā lieta, kas saista uzņēmēju uzmanību, ir sankcijas par regulas noteikumu pārkāpumiem. Lai samazinātu šo risku, uzņēmumā nepieciešams veiksmīgi implementēt regulas noteikumus, tāpēc ir jāizveido vadlīnijas, kas atvieglotu šo procesu. Aprakstošā metode tika pielietota, lai izpētītu regulas būtību, tās nosacījumus, vēsturisko tapšanu un pielietojuma nepieciešamību IT uzņēmumā. Analītiskā metode un salīdzinošā analīze tika pielietota, lai analizētu situāciju izvēlētajā starptautiskajā IT uzņēmumā, salīdzinātu to ar regulas prasībām un ar situāciju, kas bija pirms tās stāšanās spēkā, kā arī izveidotu vadlīnijas, kas veicinātu uzņēmuma darbības atbilstību regulai. Darbā tika konstatētas dažas problēmas ar regulas pielietojumu uzņēmumā un tika piedāvātas vadlīnijas un apmācību materiāli.",0
19,Veikalu tīkla mārketinga apziņošanas sistēma,"“Veikalu tīkla mārketinga apziņošanas sistēma” ir tīmekļa sistēma, kas paredzēta lai optimizētu veikalu tīkla preču un akciju materiālu izvietošanas scenārijus, kā arī kontrolētu katra veikala izpildāmo darbu efektivitāti.   Sistēma tika izstrādāta ar ierobežotu piekļuvi lai neatļautu trešajām personām, kas nav saistītas ar konkrēto veikalu tīklu, pieslēgties tai.   Sistēma ir izstrādāta pēc ūdenskrituma (waterfall) izstrādes metodes. Sistēmas izstrādē ir izmantota tīmekļa lietojumprogrammu sistēma MVC, kuras pamatā izmanto ASP.NET tīmekļa vietņu programmēšanas valodu.",0
20,Laika rindas datu analīze un pielietojums,"Darba mērķis ir laika rindas tehnoloģijas, analīzes, prognozēšanas un tās praktisko pielietojumu izpēte. Darba ietvaros tika veikta laika rindas analīzes un prognozēšanas metožu apskate, laika rindas problēmsituāciju izpēte, kā arī tika apskatītas nozares, kurās laika rindas tiek pielietotas. Papildus tika apskatītas un salīdzinātas divas vadošās laika rindas datubāzu pārvaldības sistēmas.  Pēc izpētes laikā iegūtajiem rezultātiem darba praktiskajā daļā tika veikta laika rindas datu prognozēšanas metožu pielietošana – Latvijas eksporta apjoma prognozēšana balsoties uz iegūtajiem datiem no 1995.gada līdz 2019.gadam.",0
21,Acu kustību modelēšana horizontālās skenēšanas uzdevumos,"Bakalaura darbā tiek veikts pētījums par acu kustību analīzi, laiku kāda tiek atrasta noteikta informācija horizontālās skenēšanas uzdevumos un cik reizes pirms tam ir bijusi skatiena fiksācija. Darba mērķis noteikt vai izceltu stimulu meklēšana notiek ātrāk kā neizceltu stimulu. Darbā tika veikti eksperimenti ar 30 dalībniekiem, ar acu kustību analīzes iekārtu. Rezultāta netika novērotas lielas atšķirības starp izceltu un neizceltu stimulu meklēšanu, bet tika pamanīts, ka meklēšana notiek lēnāk un lielāks skaits ar neatrastiem stimuliem ir gadījumos, kad ir daudz nevajadzīgu citu stimulu attēlā, kas novērš uzmanību.",0
22,Uzņēmuma klientu pārvaldības sistēmas pilnveidošana,"“Uzņēmuma klientu pārvaldības sistēmas pilnveidošana” ietver klientu pārvaldības sistēmas uzlabojumus ar tās integrāciju ziņapmaiņas vietnē “Slack”. Izmantojot “Slack” komandas, uzņēmuma darbinieki var ātri, ērti un uzskatāmi iegūt informāciju vai veikt darbības, kuru veikšanai iepriekš būtu nepieciešama programmēšanas inženieru iejaukšanās. Uzņēmuma klientu daudzumam strauji augot, radās nepieciešamība pēc rīka, kas ļautu veikt šīs darbības arī bez tehniskām zināšanām.  Programmatūra ir izstrādāta ar Python 2, lietojot Tornado ietvaru. Ziņojumu uzglabāšana notiek ar AWS SQS.",0
23,"E-pasta pakalpojumu nodrošināšanas platformas ""cartero.io"" prototipa izstrāde","Kvalifikācijas darba mērķis ir aprakstīt e-pasta pakalpojumu nodrošināšanas platformas “cartero.io” prototipa izstrādi. Prototipa mērķis ir parādīt kā var izskatīties un funkcionēt sistēma, kura ļautu jebkurai personai, ar vai bez tehniskām zināšanām, ar dažiem klikšķiem izveidot sev privātu serveri, uz kura tiek automātiski uzstādīta e-pasta servera programmatūra ar administratīvo vidi, kas ļauj rediģēt un konfigurēt e-pasta piegādes sistēmu. Sistēma sastāv no 3 moduļiem – lietotāju, finanšu un serveru.",0
24,Krāsu kategorizācijas un emociju ietekme saskarņu uztverē,"Maģistra darba izstrādes laikā autors veica datorzinātņu jomu izpēti, kas ir saistītas ar datora saskarnēm, piemēram, galvenie pētniecības virzieni, to kādi ir noteicošie faktori, lai tās būtu ērti un produktīvi lietojamas un to kā uzlabot lietotāju pieredzi darbā ar saskarnēm. Tika pētīi arī krāsu izmantošanas aspekti saskarnēs, to saistība ar cilvēka emocijās un to kā krāsas var ietekmēt saskarņu uztveri.  Ņemot vērā gūtās zināšanas par nozares aktualitāti, nozīmīgākajiem pētniecības virzieniem un galvenajiem elementiem,  tika izveidota lietotāju aptauja, kurā tika noskaidrots kādām krāsām cilvēki dot priekšroku, ar kādām emocijām tās saista un kāda veida saskarnēs viņi labprāt redzētu katru no krāsām. Balstoties uz iegūtajiem rezultātiem tika izstrādāts neliels sistēmas prototips, kurā ievadot potenciālās mērķauditorijas parametrus tiek parādīts saraksts ar krāsām, kuras būtu ieteicams izmantot saskarnē.",0
25,"Ainas reprezentācija, renderēšana un atsaiste ar neironu tīkliem un DDF metodi","Lielākā daļa mākslīgo neironu tīklu tiek apmācīti ar pārraudzīto mācīšanu, taču jebkuram intelektuālajam aģentam praktiski nav vajadzīga nekāda pārraudzība. Tā vietā ir vajadzīga spēja (1) veidot reprezentāciju, (2) zināt, kā sadalīt jēdzienos pasaules bāzes struktūru un (3) izmantot ģenerējošo spēku ir augstāk attīstīto zīdītāju izdzīvošanai nozīmīga prasme. Tādēļ ir vēlams izveidot mākslīgu sistēmu, kas spētu ģenerēt datus pati no saviem sensoriem un mācīties no tiem bez cilvēka ietekmes. Nesen tika publicēts raksts, kas iepazīstināja ar ģeneratīvo vaicājuma tīklu (GQN), kas lieto nepārraudzīto mācīšanos un spēj mācīties no datiem, ko savāc “pats pēc saviem” ieskatiem [25]. Šajā maģistra darbā autors izmanto GQN modeli un trenē to ar DeepMind datu kopu “Room Ring Camera”, un analizē rezultātus ar jaunas atsaistīšanas sistēmas palīdzību – diferencējamo atsaistīšanas filtru (DDF). Kaut gan GQN un GQN ar DDF mācīšanas process tika priekšlaicīgi pārtraukts, iegūtie rezultāti bija apmierinoši. Tika pierādīts, ka DDF spēj atsaistīt dažas GQN reprezentācijas, un tas pārspēja bāzes konfigurācijas modeļus. Par sākotnejiem rezultatiem tika sagatavota un iesniegta publikācija uz BlackBoxNLP-2019 semināru. Tomēr objektīvāka vērtējuma iegūšanai ir vajadzīga papildu apmācība. Autors arī apmācīja autoenkodera modeli ar MNIST datu kopu, kur reprezentācijas vektoru svari tiek nejauši reinicializēti katru iterāciju. Rezultātā modelis joprojām labi rekonstruē dažus ciparus. Autors uzskata, ka nejauši svari pārveido reprezentācijas vektoru uz telpu ar mazāku dimensiju skaitu un modelis iemācas dekodēt no šis telpas.",0
26,Virtuālie asistenti procesu automatizācijā,"Darbā tiek aprakstīts kas ir virtuālie asistenti un dialoga sistēmas, kādas ir to komponentes un kā tās saistās savā starpā. Tiek aprakstīta robotizēta procesu automatizācijas tehnoloģija (RPA). Darba ietvaros ir izveidota unikāla “Dialogflow” dialoga sistēmas sasaiste ar RPA rīku “Blue Prism”, nodemonstrējot atvaļinājuma pieteikšanas procesa automatizāciju. Tehnoloģiju sasaistei papildus tika izmantots “Apigee Edge” starpniekserveris.",0
27,Programmatūras lietojumkvalitātes metrikas un testēšanas veidi,"Darba mērķis bija izpētīt ISO/IEC 25022 standarta lietojumkvalitātes atribūtu metrikas un veidus, kā varētu veikt testēšanu dažādajiem lietojumkvalitātes atribūtiem, kā arī izpētīt to popularitāti interneta vietnēs starp zinātniskajiem rakstiem un starp bloga rakstiem. Ir apkopota informācija par izmantojamajām testēšanas metodēm un nepieciešamo datu ieguves veidiem. Darbā ir izpētīti lietojumkvalitātes atribūtu testēšanas veidi un pielietojamās metrikas programmatūras lietojumkvalitātes novērtēšanai. Ir tikusi iegūta statistika popularitātes pieaugumam gan zinātniskajos avotos, gan bloga rakstos galvenajiem lietojumkvalitātes atribūtiem – rezultativitāte, efektivitāte, apmierinātība, riskbrīvība un kontekstu pārklājums – un to apakšatribūtiem.",0
28,"Lietotne ""LangAssistant"" valodu apguvei ar Xamarin","Valodu apguves lietotnes “LangAssistant” dokumentācija tika izstrādāta Latvijas Universitātes Datorikas fakultātes kursa “Kvalifikācijas darbs” ietvaros. Dokumentāciju veido tādi dokumenti kā programmatūras prasību specifikācija, programmatūras projektējuma apraksts un testēšanas dokumentācija. Dokumentā aprakstītā sistēma – lietotne valodu apguvei “LangAssistant” – ir programmatūra, kuras mērķis ir palīdzēt lietotājam atcerēties vārdu krājumu un gramatikas noteikumus. Lietotni veido četras sadaļas – vārdi, teikumi, gramatikas noteikumi un sistēma. Vārdu un teikumu sadaļās lietotājs var ievadīt attiecīgi vārdus un teikumus, kurus lietotājs it iemācījies. Gramatikas noteikumu sadaļā lietotājs var ievadīt valodas gramatikas noteikumus. Sistēmas sadaļā lietotājam ir pieejami lietotnes uzstādījumi, kā arī lietotājs var sinhronizēties ar lietotnes datubāzes serveri. Tādā veidā lietotne “LangAssistant” pielāgojas lietotāja valodu apguves procesam (glabājas dati par lietotāja vārdiem, teikumiem un gramatikas noteikumiem), nevis piedāvā sistēmā jau esošos vārdus.",0
29,"Iekštelpu atrašanās vietas noteikšana, izmantojot Android viedtālruni","Darbā tika pētīti dažādi iekštelpu atrašanās vietas noteikšanas risinājumi, kur tie tika simulēti iekštelpās un implementēti autora veidotā, vienkāršotā Android lietotnē, kuras ģenerētie dati ļāva veikt dažādo risinājumu salīdzināšanu. Darba mērķis ir, simulējot dažādās metodes, izcelt risinājumu stiprās un vājās puses, kuru rezultātā veidotos nākotnes vīzija par optimizētu jaukto risinājumu, kurš apkopotu plusus un uzlabotu vai pilnībā likvidētu vājības. Darba rezultātā izstrādāta Android lietotne, kura spēj ģenerēt dažādo risinājumu informāciju par lietotāja atrašanās vietu iekštelpās.",0
30,Izglītojamo atsauksmju rīks Mykoob platformā,"Izmantojot MyKoob riku izglītojamiem nav iespējas atstāt savas atsauksmēs par nodarbībām un uzdevumiem, un pasniedzējiem - iegūt izglītojamo atsauksmju statistiku. Uzdevums ir izstrādāt rīku atsauksmju pievienošanai un statistikas vākšanai. Tāds rīks palīdzēs pasniedzējiem labāk plānot nodarbības un uzdevumus balstoties uz izglītojamo atsauksmēm. Tapāt atsauksmju rīks sniegs papildus informāciju par pasniedzējiem mācību iestādes administrācijai, lai novērotu pasniedzēju darba efektivitāti.",0
31,Apmācīti optimizācijas algoritmi neironu tīkliem,"Neironu tīklu apmācībā bieži pielietoti apmācības algoritmi ir gradienta nolaišanas, ADAM, AdaGrad un citi, tomēr viņi visi ir balstīti uz dažādiem pieņēmumiem par mērķa funkcijas ainavu, kuri ne vienmēr izpildās praksē. Meta-mācīšana mēģina atrisināt šo problēmu, konstruējot apmācības algoritmu, kas ir specializēts specifisku uzdevumu kopai.  Darba mērķi ir izpētīt meta-mācīšanās metodes, kas spēj automātiski iemācīties optimizācijas algoritmus priekš neironu tīklu apmācībai, un salīdzināt tos ar praksē populāriem ""rokām darinātiem"" optimizācijas algoritmiem.",0
